Date,Location,Temperature,Rainfall,Humidity,Water_source_quality,Sanitation_facilities,Population_density,Access_to_healthcare,Previous_outbreak_history,Reported_cases
2024-09-05,Gomeztown,23.5,24.4,67.3,Safe,Unimproved,1393,5.8,1,3
2025-01-18,Lynchhaven,27.3,28.7,69.2,Unsafe,Improved,1374,17.5,4,9
2024-10-08,Ericabury,37.3,12.0,57.2,Unsafe,Improved,9315,2.9,3,6
2024-05-08,Kennethborough,33.6,66.8,56.1,Unsafe,Unimproved,6685,2.6,2,16
2024-07-15,Ryanberg,27.1,21.1,41.3,Safe,Unimproved,1182,9.8,4,6
2023-07-03,Amandaview,22.7,0.6,69.7,Unsafe,Improved,5934,1.3,1,5
2024-12-06,East Bradleyshire,28.1,12.9,89.2,Safe,Improved,1852,22.7,0,0
2024-09-24,West Kelly,34.1,12.8,54.3,Safe,Unimproved,4324,12.2,0,4
2025-03-23,Boydland,23.0,45.0,78.0,Safe,Improved,7099,19.2,0,0
2023-09-13,Melissachester,26.4,14.9,83.0,Unsafe,Improved,6117,7.5,4,9
2024-05-21,South Barbara,25.0,23.5,76.0,Safe,Improved,7637,19.1,2,4
2024-04-07,Smithtown,22.8,53.3,78.6,Safe,Unimproved,2267,21.8,0,7
2025-03-27,Armstrongport,28.4,0.3,53.7,Safe,Improved,267,10.9,3,4
2023-08-30,Kimberlyfurt,26.4,83.7,80.3,Unsafe,Unimproved,9966,2.0,2,13
2025-01-20,North Natasha,22.6,6.8,59.9,Safe,Improved,277,13.6,4,6
2025-02-17,South Johnstad,33.9,3.4,60.3,Unsafe,Improved,2673,9.6,3,7
2024-11-09,New Travisburgh,32.9,1.4,66.3,Safe,Unimproved,9640,12.0,2,11
2025-03-17,Melvinstad,32.8,29.6,40.3,Safe,Improved,6537,11.6,3,3
2024-10-17,Port Ryan,28.5,6.0,43.4,Safe,Unimproved,9348,6.6,3,5
2023-09-30,Harrisborough,24.5,13.3,62.8,Safe,Unimproved,5271,16.1,1,5
2024-10-03,Kingmouth,26.9,73.3,62.1,Safe,Improved,872,25.7,0,2
2024-08-08,North Joshuafurt,28.4,15.5,43.7,Unsafe,Improved,5786,26.8,3,7
2025-03-01,South Jill,31.9,24.5,68.5,Safe,Unimproved,3899,13.1,3,10
2025-04-20,Clarenceborough,29.5,25.5,73.1,Unsafe,Improved,6136,11.2,3,5
2025-04-01,Bellstad,23.7,10.4,77.7,Unsafe,Unimproved,5847,27.8,2,13
2024-08-14,East Jimmy,35.3,1.1,68.1,Unsafe,Unimproved,7348,7.9,2,4
2023-06-21,East David,28.9,76.8,81.3,Unsafe,Improved,1469,4.0,1,8
2024-10-15,Hoborough,32.9,39.5,68.8,Safe,Unimproved,8766,0.9,0,8
2024-10-12,Brandonmouth,23.5,3.4,55.5,Unsafe,Unimproved,6990,3.2,3,9
2025-01-10,Kathyberg,30.7,16.5,48.9,Safe,Unimproved,8916,6.2,1,3
2023-12-24,East Erikabury,35.1,21.4,56.3,Unsafe,Improved,5322,4.8,1,8
2025-03-26,Davisland,34.6,44.3,56.6,Unsafe,Unimproved,2890,10.3,4,17
2024-07-30,North Maria,31.0,11.3,45.7,Safe,Unimproved,6291,22.3,3,13
2024-12-30,New James,28.1,7.9,83.9,Unsafe,Improved,3383,27.2,0,3
2024-03-02,Annahaven,32.4,4.2,62.9,Unsafe,Improved,274,8.9,2,4
2024-06-22,Chapmanville,31.0,11.8,74.6,Unsafe,Unimproved,8067,20.6,3,10
2024-08-19,Craigberg,25.7,18.8,80.7,Unsafe,Improved,526,6.6,2,10
2023-05-30,Watersfurt,23.5,0.5,48.1,Safe,Improved,1255,19.9,0,0
2023-08-13,Moorefort,41.3,8.9,60.5,Safe,Improved,5325,17.4,1,2
2024-08-14,Bryantfort,34.9,22.1,83.2,Unsafe,Unimproved,9648,15.0,4,10
2023-11-16,Sharonchester,21.3,1.1,46.9,Safe,Unimproved,6781,4.8,2,0
2024-04-04,Charlesmouth,38.6,7.5,70.8,Unsafe,Improved,6825,25.3,0,7
2024-09-30,Currymouth,35.5,28.3,85.1,Unsafe,Improved,4991,23.0,4,11
2023-11-08,Forbestown,23.9,39.2,74.2,Unsafe,Unimproved,8325,12.7,2,6
2024-10-31,Cassandraton,21.7,36.2,69.9,Safe,Unimproved,4223,27.0,4,4
2023-06-30,Jasonside,22.0,6.7,86.5,Safe,Unimproved,8927,27.3,0,0
2025-01-06,Johnton,24.7,0.4,44.0,Unsafe,Improved,1843,2.1,0,7
2023-06-30,Johnsonshire,24.0,1.4,76.9,Safe,Improved,8337,21.0,2,1
2024-08-24,Hoffmanfurt,23.3,11.4,56.5,Unsafe,Unimproved,8409,24.9,4,8
2023-12-17,North Amy,29.9,29.5,63.2,Unsafe,Improved,9663,23.7,0,7
2024-05-13,Tammyfort,32.0,6.2,73.4,Unsafe,Unimproved,7593,17.8,0,11
2023-11-14,Meadowsmouth,18.2,34.0,65.6,Safe,Improved,7701,9.3,3,3
2023-10-23,Lake Rebeccamouth,33.9,27.9,45.9,Safe,Unimproved,1110,13.8,2,10
2024-02-08,West Amytown,18.8,0.5,77.9,Safe,Unimproved,9647,18.5,3,4
2024-09-09,Jimenezhaven,24.2,4.1,63.3,Unsafe,Unimproved,2456,12.8,3,9
2024-08-03,Gregoryport,26.9,29.4,65.8,Safe,Unimproved,1510,1.5,1,4
2024-06-21,Port Anitaport,39.2,36.5,48.7,Safe,Unimproved,6307,13.8,3,7
2023-12-26,Stephensonport,28.6,19.4,56.9,Safe,Unimproved,7704,5.7,0,0
2023-06-03,West Henryville,26.3,2.1,68.7,Safe,Unimproved,4264,28.3,3,5
2025-02-18,Williamsmouth,26.5,9.4,72.3,Unsafe,Improved,9645,18.0,1,5
2025-02-23,Courtneyfurt,25.6,33.1,68.8,Safe,Improved,3048,10.8,4,5
2023-06-07,Bowersfort,24.4,38.6,81.9,Safe,Improved,219,22.4,1,2
2024-11-08,Kariside,35.3,70.0,81.2,Unsafe,Unimproved,8416,3.4,2,12
2024-06-02,Nicholasshire,43.5,29.4,56.1,Unsafe,Improved,5614,25.7,0,8
2024-01-11,Stevensville,17.7,67.5,73.5,Unsafe,Unimproved,4972,17.9,0,13
2024-12-27,West Jasonstad,21.5,11.1,70.3,Unsafe,Unimproved,7906,10.6,2,10
2024-12-03,Craneshire,27.3,13.0,46.8,Safe,Improved,5686,23.2,3,3
2023-10-21,Taraton,31.4,28.1,88.1,Unsafe,Unimproved,1248,14.2,1,11
2024-09-22,Port Katrinahaven,20.9,24.5,83.8,Unsafe,Unimproved,5331,12.1,4,16
2023-11-03,Longstad,20.6,14.9,64.9,Safe,Improved,8231,28.6,0,0
2024-12-05,New Joshuaborough,31.1,6.2,48.8,Safe,Unimproved,7894,21.0,0,8
2024-04-16,Delacruzshire,34.5,17.1,89.3,Unsafe,Improved,2604,17.2,3,8
2024-08-29,Torresmouth,36.5,1.1,54.0,Unsafe,Unimproved,6819,8.6,1,10
2024-02-11,West Emily,24.4,41.7,77.8,Safe,Improved,2773,23.0,1,1
2023-12-17,North Kimberlyhaven,29.7,14.4,87.2,Safe,Unimproved,6228,23.7,4,4
2024-11-05,South Rebecca,27.6,5.8,74.4,Unsafe,Unimproved,8075,27.5,1,6
2024-12-22,Munozburgh,31.6,7.0,70.2,Unsafe,Unimproved,5010,3.7,2,11
2023-09-26,Ortizland,20.5,8.3,81.0,Safe,Unimproved,9089,29.6,1,10
2024-05-17,New Kayla,30.0,14.7,69.0,Unsafe,Improved,9259,24.9,3,6
2024-03-12,New Stephanie,23.8,4.8,83.1,Unsafe,Improved,4323,16.7,2,7
2024-01-29,Lake Jeffrey,28.3,9.8,43.4,Unsafe,Improved,5294,10.6,3,10
2024-04-06,New Jessicafurt,25.4,54.4,59.4,Safe,Unimproved,3029,10.9,1,3
2024-06-26,Lake Henry,31.2,10.9,80.7,Safe,Improved,1109,2.7,2,3
2025-01-06,South Aliciafort,26.0,13.0,77.2,Safe,Improved,3598,2.0,3,4
2024-03-31,East Robert,29.8,2.7,48.2,Unsafe,Improved,3919,16.3,4,12
2025-03-31,South Michaelview,29.9,19.3,54.8,Unsafe,Unimproved,8656,22.6,4,6
2025-04-29,South Sarah,33.3,5.9,41.1,Unsafe,Improved,4288,5.9,1,4
2025-04-10,East Kennethstad,33.1,15.5,57.5,Unsafe,Unimproved,2692,1.6,1,9
2025-01-08,Cooperstad,27.4,21.6,41.3,Unsafe,Unimproved,265,12.7,4,14
2024-12-11,North Scott,30.5,11.3,73.0,Unsafe,Improved,2912,9.2,3,8
2023-08-15,Montoyafort,37.8,36.3,80.0,Safe,Unimproved,1565,23.7,1,6
2023-07-17,Freemantown,27.3,11.2,63.0,Unsafe,Improved,5685,9.4,2,5
2024-11-26,Wilsonmouth,28.0,15.3,85.9,Safe,Unimproved,6956,27.9,1,3
2023-12-02,Lake Scottborough,22.1,3.4,54.2,Safe,Unimproved,3423,12.7,0,3
2023-06-08,New Dennis,25.5,64.7,45.4,Safe,Improved,292,8.0,4,7
2025-04-17,Suttonmouth,24.6,11.9,67.3,Safe,Improved,9700,29.5,0,0
2024-10-29,Gordonmouth,23.8,5.4,62.9,Unsafe,Improved,1431,5.4,1,2
2023-07-01,East Justinfort,39.9,14.7,56.1,Safe,Unimproved,1775,1.3,3,7
2023-08-24,Tinaville,32.4,21.7,85.5,Safe,Improved,6004,18.3,1,3
2023-09-22,Port Michaelberg,26.1,22.8,88.7,Unsafe,Unimproved,7721,10.0,1,4
2024-10-16,West Jenniferchester,20.7,8.0,46.2,Safe,Unimproved,6214,22.3,2,9
2025-04-14,North Kyle,31.7,12.3,57.2,Safe,Improved,6835,20.2,1,4
2024-12-06,North Maria,26.4,45.2,82.0,Unsafe,Improved,4002,16.3,3,4
2025-01-22,Schneiderville,34.4,2.1,89.7,Safe,Unimproved,8505,1.4,0,2
2024-01-26,West Roger,30.2,24.1,62.3,Unsafe,Improved,8806,3.2,4,7
2023-07-02,Cindyview,31.9,0.7,57.8,Safe,Unimproved,3370,1.8,1,6
2025-05-07,Barbaraborough,28.2,108.5,73.5,Safe,Unimproved,5175,21.4,1,5
2023-08-31,Williamsbury,29.9,2.8,48.3,Unsafe,Improved,3779,0.5,4,5
2023-12-20,Kimberlyshire,20.0,32.6,79.4,Unsafe,Improved,6502,20.8,2,9
2023-10-13,Sheilaton,24.8,5.3,42.2,Unsafe,Unimproved,1581,11.6,3,6
2024-05-10,South Jodifort,24.8,2.9,48.8,Unsafe,Improved,6981,11.5,1,6
2024-03-28,Lake Lisa,29.3,2.0,84.8,Unsafe,Improved,2089,7.5,1,5
2023-06-04,Choiland,26.5,37.7,50.2,Unsafe,Unimproved,278,3.9,1,9
2024-10-17,South Karenport,27.1,43.8,85.1,Safe,Improved,4816,8.2,2,4
2023-07-19,Landryville,26.7,11.7,61.9,Safe,Unimproved,272,17.5,3,9
2025-02-21,New Stevenbury,28.6,38.3,74.1,Safe,Improved,9857,20.2,1,0
2024-12-14,North Susan,27.0,66.3,46.0,Unsafe,Improved,7495,26.6,4,10
2024-07-10,West Michellehaven,20.8,11.6,70.1,Safe,Unimproved,930,27.9,0,3
2024-05-18,Hullbury,33.9,4.4,46.1,Unsafe,Improved,7690,28.0,1,8
2025-04-11,Pattytown,29.1,42.7,48.6,Unsafe,Improved,4292,3.7,4,5
2023-12-11,Baileyville,19.2,55.4,54.6,Safe,Improved,8569,9.3,3,8
2025-04-08,South Tracey,28.1,34.5,44.5,Unsafe,Unimproved,133,23.9,3,10
2024-07-07,East Richardbury,22.5,73.8,82.9,Safe,Unimproved,5039,27.7,4,12
2023-12-09,Lake Lisa,35.2,24.0,64.6,Unsafe,Unimproved,8157,28.5,1,6
2024-12-22,Lake Daltonland,29.7,2.8,53.6,Unsafe,Improved,7969,14.8,3,8
2025-02-24,East Richard,27.2,27.3,82.7,Safe,Unimproved,6931,25.8,1,4
2024-06-05,Derrickville,27.1,30.6,77.7,Safe,Unimproved,2961,17.7,4,4
2023-07-08,Ricardomouth,28.1,26.9,90.0,Safe,Improved,541,10.4,1,1
2024-04-21,Port Brooke,24.2,5.0,63.6,Unsafe,Improved,1101,18.0,4,7
2024-01-07,Shepherdbury,29.2,49.9,53.7,Safe,Improved,7280,23.0,3,3
2024-11-24,Harmonbury,30.2,4.5,80.1,Safe,Unimproved,5395,29.8,2,6
2023-09-03,Port Lucas,22.7,8.6,78.5,Unsafe,Unimproved,8268,6.5,3,5
2023-06-24,Port Michael,26.0,25.1,69.1,Safe,Unimproved,2017,13.4,4,6
2024-01-29,Edwardschester,27.8,97.5,88.6,Unsafe,Improved,9599,1.2,0,12
2024-04-23,North Michaelville,21.2,69.2,52.5,Safe,Unimproved,6171,16.3,0,3
2025-01-25,Lake Casey,26.9,10.8,66.8,Unsafe,Improved,2800,4.4,3,12
2023-11-19,South Michealside,26.2,3.1,51.5,Safe,Unimproved,428,19.0,3,6
2023-05-12,South Kylechester,31.7,44.4,45.0,Safe,Improved,5456,8.2,4,4
2023-11-03,Evansland,28.4,16.3,51.5,Safe,Improved,9682,5.4,2,2
2025-02-22,West Terristad,29.8,16.6,52.9,Safe,Unimproved,2375,18.3,3,12
2023-08-07,Haydenfurt,30.2,5.4,84.5,Safe,Improved,784,9.9,0,0
2024-02-19,Langside,30.2,3.2,86.1,Safe,Improved,3235,25.1,1,4
2023-11-28,East Thomasshire,32.8,16.4,71.8,Safe,Improved,8581,28.3,3,8
2024-03-18,Port Terri,26.8,26.8,57.7,Safe,Unimproved,9448,11.4,2,7
2025-05-05,Williamshire,27.6,0.4,75.6,Unsafe,Unimproved,8456,26.6,0,5
2024-08-23,East Phillipville,34.1,9.4,79.5,Unsafe,Unimproved,9961,21.6,2,18
2024-08-17,Port Michael,26.7,96.6,60.0,Unsafe,Unimproved,690,10.5,3,11
2024-09-08,North Christianmouth,26.2,27.3,78.9,Safe,Improved,2379,22.8,2,1
2024-12-26,Port Juanstad,19.7,4.6,41.2,Safe,Unimproved,7067,21.8,4,9
2024-02-21,East Rachelville,21.3,0.7,73.1,Safe,Improved,8965,3.5,4,6
2024-09-07,Alisonside,28.6,5.1,62.7,Unsafe,Unimproved,7126,19.9,1,6
2023-12-30,Johnhaven,33.1,7.1,46.6,Safe,Unimproved,3074,0.7,3,3
2025-02-07,South George,30.1,14.4,74.1,Unsafe,Improved,4405,23.8,4,8
2024-12-05,Port Brendan,34.9,3.3,55.3,Unsafe,Unimproved,4803,26.5,4,12
2023-08-13,West Luisland,28.3,12.8,44.8,Safe,Unimproved,6549,29.2,1,4
2025-04-25,Timothyton,29.8,11.2,81.1,Safe,Improved,3366,12.4,2,1
2024-01-08,Kimberlymouth,31.1,0.5,55.8,Unsafe,Improved,630,22.2,0,2
2025-01-06,East Harold,16.7,4.4,52.3,Safe,Improved,3027,27.8,0,0
2025-02-05,North Rubenport,23.9,2.0,65.5,Unsafe,Improved,6789,13.1,1,5
2024-12-24,Port Shawnborough,29.1,5.8,69.1,Unsafe,Improved,8426,14.9,2,8
2025-04-26,Ayalaton,23.1,54.5,66.6,Safe,Unimproved,9087,25.3,2,10
2024-02-21,Rochaside,32.1,0.2,41.7,Safe,Improved,8709,13.7,0,1
2024-06-11,East Kristina,35.7,18.4,60.6,Unsafe,Unimproved,3884,19.8,3,12
2023-09-28,Mooretown,19.9,9.8,84.0,Unsafe,Unimproved,818,2.8,1,9
2024-02-09,Denisechester,23.6,7.0,72.7,Unsafe,Unimproved,2999,1.3,0,7
2024-06-23,South Aaron,29.3,53.2,84.4,Unsafe,Unimproved,5523,25.9,2,13
2023-11-12,Hayesview,24.2,45.4,58.8,Unsafe,Unimproved,8329,21.9,0,11
2023-12-22,North Patriciabury,36.3,6.7,70.4,Safe,Unimproved,8566,19.8,1,5
2024-05-01,Morriston,19.9,35.9,43.9,Safe,Improved,7406,12.0,0,0
2024-04-14,Andreamouth,24.5,120.4,53.4,Safe,Improved,6711,27.4,2,9
2024-01-28,New Dennis,30.0,2.9,69.1,Safe,Unimproved,1044,2.3,4,6
2025-03-27,Samuelville,25.8,1.5,45.8,Safe,Improved,9088,9.3,3,4
2023-06-13,West Jason,29.7,0.7,59.6,Unsafe,Improved,3962,6.4,1,3
2023-07-08,North Josephville,25.4,8.4,73.9,Safe,Unimproved,5503,17.6,3,6
2024-03-16,Murrayfurt,25.9,46.1,44.5,Safe,Improved,1738,15.1,1,1
2024-08-11,South Betty,35.0,8.2,89.4,Unsafe,Improved,3416,1.2,0,6
2025-01-27,Port Robert,29.2,5.2,57.0,Safe,Improved,5944,10.2,1,0
2023-08-21,Port Teresaside,25.9,4.7,57.9,Unsafe,Unimproved,1543,28.0,0,5
2024-07-31,West Kennethshire,24.7,10.8,73.0,Safe,Unimproved,7682,2.7,3,11
2023-12-14,Wrightmouth,33.4,12.1,80.2,Unsafe,Unimproved,3635,17.3,3,20
2025-05-04,West Laurieborough,31.1,17.3,83.0,Unsafe,Unimproved,3209,24.2,1,10
2024-12-07,Alicialand,30.1,22.1,87.6,Safe,Improved,6140,3.7,3,3
2024-10-21,West Tyler,40.5,27.3,81.4,Safe,Unimproved,8804,7.8,4,4
2024-06-20,West Jerryview,25.9,2.3,80.0,Safe,Unimproved,126,10.9,1,3
2023-10-23,West Madisonchester,28.7,40.3,62.5,Safe,Improved,5333,26.9,0,0
2023-05-15,Ramirezview,22.9,2.3,83.7,Safe,Improved,7993,4.9,3,3
2024-10-08,Lynchfurt,24.7,26.4,78.1,Unsafe,Improved,8108,23.3,1,7
2024-11-07,West Catherinemouth,23.6,25.9,50.2,Unsafe,Improved,7759,16.8,0,0
2023-07-14,Robertton,34.7,42.8,49.8,Safe,Unimproved,6426,2.7,2,6
2025-05-06,East Courtney,33.4,16.0,50.8,Safe,Unimproved,1797,2.2,3,6
2025-03-08,Smithstad,31.8,0.9,60.1,Unsafe,Improved,8994,6.9,4,6
2024-02-25,North Anthonymouth,34.6,35.4,82.4,Unsafe,Improved,7414,8.6,4,8
2024-04-15,Donovanview,23.8,27.2,51.7,Safe,Improved,8095,7.0,2,1
2025-01-10,Martinhaven,23.3,7.6,65.2,Unsafe,Unimproved,6351,17.7,1,6
2025-01-30,Timothystad,23.9,45.8,64.6,Unsafe,Unimproved,7395,2.5,3,16
2024-04-20,Carolchester,19.7,18.4,48.1,Unsafe,Improved,2239,8.2,4,3
2024-10-15,West Victoria,24.4,10.5,52.7,Safe,Unimproved,7577,15.3,4,7
2024-08-06,Harrisonberg,38.9,7.3,69.5,Unsafe,Improved,2923,26.2,3,10
2023-11-11,South Thomaschester,27.3,12.7,88.2,Safe,Improved,7691,12.3,0,0
2025-04-30,North Jessicaton,31.0,24.4,55.7,Unsafe,Improved,7055,24.7,4,14
2023-10-20,New Omarmouth,35.6,15.2,45.7,Unsafe,Improved,5787,13.1,2,6
2024-03-10,South Lauraview,31.0,43.8,76.5,Safe,Unimproved,9382,16.8,2,8
2023-10-24,North Devin,30.4,33.3,55.9,Safe,Improved,7248,17.3,1,7
2023-07-29,Ginashire,30.4,16.0,82.4,Safe,Improved,5952,3.0,4,4
2023-08-24,Lewisport,29.2,16.3,84.3,Safe,Unimproved,9716,4.2,3,5
2024-11-13,East Kristinafort,26.2,19.3,45.2,Safe,Unimproved,9362,27.5,0,3
2024-02-16,Whiteheadstad,28.7,7.6,82.7,Safe,Improved,437,13.6,3,7
2023-09-17,Tammyport,30.8,0.5,40.1,Safe,Unimproved,6017,8.3,0,2
2024-05-30,New Carolport,28.5,5.3,52.5,Unsafe,Improved,427,21.2,0,3
2023-09-24,Johnsonshire,24.0,7.8,63.5,Safe,Improved,7420,14.1,4,6
2024-09-19,Rebekahmouth,26.6,4.3,76.7,Unsafe,Improved,2828,3.3,0,3
2023-07-15,North Bryanberg,21.1,8.3,59.2,Safe,Unimproved,5234,17.9,0,3
2024-02-16,Gregoryport,30.0,3.2,75.5,Safe,Improved,344,27.8,4,1
2024-07-03,North Michaelville,33.3,11.4,64.6,Unsafe,Unimproved,1922,18.5,1,8
2023-09-24,Ortizside,26.2,4.8,79.5,Safe,Improved,3326,20.6,3,2
2023-10-12,Denisetown,35.0,3.1,67.2,Unsafe,Unimproved,1908,3.5,1,9
2024-08-04,Thomashaven,30.1,1.0,59.1,Unsafe,Improved,591,5.4,0,3
2024-12-23,South Karen,17.1,11.5,54.5,Unsafe,Improved,8617,27.1,4,1
2024-06-15,North Gregoryfurt,27.3,1.5,88.1,Safe,Unimproved,7629,22.9,3,11
2024-04-28,South Luketown,26.4,15.2,71.3,Unsafe,Unimproved,4090,29.5,1,7
2024-11-10,Hollowayshire,25.0,3.5,68.5,Safe,Unimproved,8618,7.4,3,9
2024-12-19,Jamesborough,26.0,2.7,48.7,Safe,Unimproved,1886,21.5,1,3
2024-10-22,North Fernando,28.7,12.3,48.7,Safe,Improved,699,13.2,2,2
2024-09-08,South Martin,35.7,36.7,45.9,Safe,Unimproved,8475,28.4,0,5
2023-09-12,Benjaminchester,15.8,53.6,49.4,Safe,Improved,4017,13.3,0,3
2023-06-27,Dianahaven,34.6,19.8,69.1,Safe,Unimproved,8935,7.3,1,6
2024-12-28,Port Cynthiafurt,32.6,3.2,77.5,Safe,Improved,5025,18.1,4,9
2023-10-05,North Garrett,19.1,8.3,61.9,Unsafe,Unimproved,4656,4.1,0,7
2023-11-09,New Christopher,21.9,15.4,56.7,Safe,Unimproved,1045,18.5,4,4
2023-12-26,South Brittanytown,33.5,22.5,61.3,Unsafe,Unimproved,3618,10.4,4,15
2024-07-04,Port Ariana,26.3,4.5,86.4,Unsafe,Unimproved,1361,8.3,4,12
2024-10-27,Rickychester,23.5,33.3,50.6,Safe,Unimproved,884,0.6,0,4
2024-06-28,South Lindatown,22.0,3.4,85.1,Unsafe,Improved,4078,28.1,4,4
2024-03-03,New Edwardland,32.3,8.4,66.4,Unsafe,Improved,2764,1.7,0,6
2024-09-13,Joyborough,26.6,24.6,73.3,Safe,Improved,508,16.9,0,0
2023-08-24,Gregoryfurt,32.4,31.1,58.5,Unsafe,Improved,8880,27.9,2,8
2024-01-26,Port Stephaniebury,27.4,0.7,53.7,Safe,Unimproved,5950,22.9,0,0
2023-09-05,Jamesside,26.2,12.5,49.0,Safe,Improved,6784,25.9,1,0
2024-06-07,East Emilyhaven,41.3,40.8,50.4,Unsafe,Improved,2596,12.4,4,10
2024-07-05,Shawton,20.3,17.1,76.1,Safe,Improved,9949,14.9,4,4
2025-02-07,Perezton,34.0,3.8,74.0,Unsafe,Improved,1699,2.9,0,7
2023-10-09,East Don,30.3,59.1,51.0,Unsafe,Improved,4398,4.7,0,9
2025-01-02,Matthewshire,23.3,4.7,70.3,Safe,Unimproved,8452,28.6,2,8
2024-03-26,Marksville,28.4,6.3,42.4,Unsafe,Unimproved,6649,10.2,1,12
2024-07-27,Jeffreyside,34.6,4.5,83.7,Unsafe,Unimproved,6626,9.2,1,14
2024-08-22,Newmanstad,27.3,25.9,72.1,Safe,Unimproved,8795,13.6,1,7
2023-06-13,North Briannaburgh,30.8,8.1,74.1,Safe,Unimproved,7576,16.3,0,6
2023-11-04,East Robert,29.1,4.9,43.9,Safe,Improved,8682,11.5,1,1
2024-09-18,Mooreborough,31.8,14.3,82.0,Unsafe,Improved,9741,24.9,0,3
2024-10-05,South Deborahchester,35.9,56.9,56.6,Unsafe,Improved,2077,11.1,3,15
2024-08-14,Port Samuel,34.8,24.0,79.9,Safe,Improved,1118,13.1,2,4
2023-06-01,Heatherville,28.7,0.7,59.7,Safe,Improved,5020,3.5,4,5
2024-12-07,East Robin,35.5,1.3,82.4,Safe,Improved,3669,14.0,3,10
2023-11-18,Ryanstad,29.9,10.5,76.6,Unsafe,Unimproved,6764,20.7,3,7
2024-11-25,Floydbury,26.5,13.0,43.4,Unsafe,Improved,6149,4.4,2,6
2025-01-28,West Elizabeth,21.6,29.7,70.9,Unsafe,Improved,6360,8.4,0,3
2025-02-23,Wiseport,20.2,5.8,81.9,Safe,Unimproved,1044,9.4,3,7
2024-08-07,New Johnfort,21.4,48.5,67.0,Safe,Improved,6546,14.7,0,0
2023-06-17,Blankenshipside,27.2,3.5,42.8,Unsafe,Improved,2086,28.7,3,6
2025-04-30,East Dustin,26.8,27.9,45.3,Unsafe,Improved,9042,21.0,1,4
2023-07-01,Christopherborough,18.1,12.9,43.6,Unsafe,Improved,5556,27.5,3,4
2023-11-10,East Mathew,32.3,13.1,70.7,Safe,Unimproved,675,6.2,1,9
2024-12-22,North Brittany,25.2,46.7,57.7,Unsafe,Improved,8988,10.1,3,6
2025-01-16,Joshuamouth,24.2,28.7,56.3,Safe,Unimproved,6612,3.5,2,4
2025-03-09,Danielland,32.3,5.5,58.1,Safe,Unimproved,4397,27.4,1,4
2023-06-15,Michaelton,25.8,34.1,49.7,Safe,Unimproved,1136,28.2,0,2
2024-01-21,West Juan,29.6,30.3,47.0,Unsafe,Unimproved,637,15.4,2,7
2024-12-14,West Jason,28.4,3.8,50.0,Safe,Improved,9782,4.7,2,0
2024-06-15,West Richard,31.3,4.0,64.6,Unsafe,Improved,8700,15.5,2,8
2023-10-13,Jasonstad,20.9,117.0,49.1,Safe,Unimproved,6965,20.2,0,5
2024-02-24,North Williamchester,21.5,27.1,84.0,Safe,Unimproved,3799,5.3,1,8
2023-06-25,Adrianaton,25.0,4.2,40.2,Safe,Improved,6750,9.9,0,0
2024-05-15,Lake Brandifurt,31.0,0.3,64.5,Unsafe,Improved,6415,11.6,2,9
2024-11-26,Pamelaview,23.3,2.3,74.7,Safe,Improved,3789,27.7,3,3
2023-10-22,Franklinville,24.7,32.2,80.9,Unsafe,Improved,5861,12.3,1,7
2025-04-18,East Christopher,26.5,20.7,42.6,Safe,Unimproved,1157,29.2,1,4
2023-11-14,Brittanyburgh,29.4,1.6,62.2,Safe,Unimproved,9123,2.4,4,5
2023-11-15,Port Melissaburgh,41.0,0.9,79.4,Unsafe,Unimproved,3502,22.0,3,12
2024-09-04,Wangmouth,30.8,16.9,76.3,Safe,Improved,9279,17.4,0,6
2024-03-28,Port Dean,27.5,50.3,75.7,Unsafe,Improved,4136,4.5,0,8
2023-11-28,West Danielview,31.0,34.2,60.9,Unsafe,Unimproved,675,21.7,2,8
2025-01-09,New Ericmouth,35.0,29.6,79.7,Unsafe,Unimproved,783,16.5,0,8
2023-09-24,East Lorifort,22.9,20.5,87.1,Unsafe,Improved,6110,24.1,0,6
2023-06-29,Piercehaven,27.1,34.5,45.9,Safe,Unimproved,9141,9.9,0,2
2024-08-18,Port Stanley,35.9,13.1,80.7,Unsafe,Unimproved,1748,21.3,2,9
2024-07-23,New Linda,24.8,20.2,43.2,Safe,Improved,3187,4.4,4,6
2023-11-27,South Benjaminbury,28.2,20.5,49.2,Unsafe,Improved,6090,4.3,0,8
2023-06-06,East Ronald,27.0,21.2,71.2,Safe,Unimproved,7931,19.1,0,1
2023-05-31,Port Brentshire,23.5,17.5,80.3,Safe,Improved,8444,10.7,2,2
2024-12-13,Brittneystad,21.8,29.0,62.3,Unsafe,Unimproved,7735,5.8,1,10
2023-07-19,Kathrynburgh,32.6,29.3,77.2,Safe,Unimproved,2339,20.3,2,3
2023-12-02,New Scott,37.0,1.4,63.0,Unsafe,Unimproved,9013,21.6,4,6
2023-06-24,Tanyafurt,14.7,9.3,88.0,Safe,Unimproved,8962,9.9,4,7
2024-07-18,Milesmouth,36.0,13.7,62.1,Safe,Improved,7495,4.2,0,4
2024-07-30,Paceton,29.8,18.0,80.1,Unsafe,Improved,2598,1.6,2,6
2025-02-08,North Kimberly,32.8,1.5,54.2,Safe,Unimproved,1996,4.0,1,7
2023-12-11,Roweland,27.6,62.2,61.0,Safe,Unimproved,3456,7.8,2,13
2023-07-10,New Tammymouth,35.5,0.7,47.3,Unsafe,Improved,1794,14.6,2,9
